FPR,TPR
0.0,0.0
0.010101010101010102,0.4888148241368713
0.020202020202020204,0.5753223683657228
0.030303030303030304,0.6250767043125759
0.04040404040404041,0.6694552788019373
0.05050505050505051,0.705702347547139
0.06060606060606061,0.7334963882604101
0.07070707070707072,0.7570179759646987
0.08080808080808081,0.7770939238734522
0.09090909090909091,0.795883719301936
0.10101010101010102,0.8123764257553424
0.11111111111111112,0.8275827264117267
0.12121212121212122,0.8410894236506855
0.13131313131313133,0.853815120010838
0.14141414141414144,0.8659436221276033
0.15151515151515152,0.8759588165730358
0.16161616161616163,0.8842281899595981
0.17171717171717174,0.8925895046613829
0.18181818181818182,0.899251000626503
0.19191919191919193,0.90669354813378
0.20202020202020204,0.9136764777258074
0.21212121212121213,0.918913801578204
0.22222222222222224,0.9234620152036662
0.23232323232323235,0.9276885798829819
0.24242424242424243,0.9325584804521035
0.25252525252525254,0.9368310221219494
0.26262626262626265,0.9417466336990112
0.27272727272727276,0.9456976150835738
0.2828282828282829,0.9498783040990603
0.29292929292929293,0.9526806586681396
0.30303030303030304,0.9547020756876007
0.31313131313131315,0.9578260412053136
0.32323232323232326,0.9603068734866222
0.33333333333333337,0.9631551543828812
0.3434343434343435,0.965957534283636
0.3535353535353536,0.9678411216582075
0.36363636363636365,0.9698625386776684
0.37373737373737376,0.9721137139914037
0.38383838383838387,0.9739972760343
0.393939393939394,0.9757430337639819
0.4040404040404041,0.9773049975240821
0.4141414141414142,0.9783616323609922
0.42424242424242425,0.9797857918078782
0.43434343434343436,0.9815315368717225
0.4444444444444445,0.9827260140193598
0.4545454545454546,0.9837367225290903
0.4646464646464647,0.9848852733495477
0.4747474747474748,0.985666248896679
0.48484848484848486,0.9865850667545372
0.494949494949495,0.9872282633201296
0.5050505050505051,0.9881470811779879
0.5151515151515152,0.9888362040707598
0.5252525252525253,0.989846950578003
0.5353535353535354,0.9904441828189028
0.5454545454545455,0.990903585414913
0.5555555555555556,0.9916386599665401
0.5656565656565657,0.9920061972423534
0.5757575757575758,0.9925115514972186
0.5858585858585859,0.9930168930862462
0.595959595959596,0.9933384913690424
0.6060606060606061,0.9935681863341287
0.6161616161616162,0.9940735279231562
0.6262626262626263,0.9945329431850042
0.6363636363636365,0.9949464447855102
0.6464646464646465,0.9956814813396241
0.6565656565656566,0.9960030669565826
0.6666666666666667,0.996232761921669
0.6767676767676768,0.9967381161765343
0.686868686868687,0.9971056407865101
0.696969696969697,0.9975191297211783
0.7070707070707072,0.9977488500179398
0.7171717171717172,0.9980244839760434
0.7272727272727273,0.998437934913199
0.7373737373737375,0.9985298128992336
0.7474747474747475,0.998667642544123
0.7575757575757577,0.9988054721890126
0.7676767676767677,0.9989892534927568
0.7777777777777778,0.9991270704718085
0.787878787878788,0.9991730221306634
0.797979797979798,0.9992649001166981
0.8080808080808082,0.999310851775553
0.8181818181818182,0.9994027550932625
0.8282828282828284,0.9994487067521174
0.8383838383838385,0.9994946457451347
0.8484848484848485,0.9995405847381521
0.8585858585858587,0.9995865237311694
0.8686868686868687,0.9997243533760587
0.8787878787878789,0.9997703050349136
0.888888888888889,0.9997703050349136
0.8989898989898991,0.9998621830209483
0.9090909090909092,0.9998621830209483
0.9191919191919192,0.9999081220139655
0.9292929292929294,0.9999081220139655
0.9393939393939394,0.9999081220139655
0.9494949494949496,0.9999540610069827
0.9595959595959597,1.0
0.9696969696969697,1.0
0.9797979797979799,1.0
0.98989898989899,1.0
1.0,1.0
