FPR,TPR
0.0,0.0
0.010101010101010102,0.48458521069199384
0.020202020202020204,0.5744914454929883
0.030303030303030304,0.6238778278594396
0.04040404040404041,0.6724847756626766
0.05050505050505051,0.7062509077183928
0.06060606060606061,0.7336321485989895
0.07070707070707072,0.7573836980531763
0.08080808080808081,0.7772762199735199
0.09090909090909091,0.7968931121483963
0.10101010101010102,0.8120540569523629
0.11111111111111112,0.8264337728660596
0.12121212121212122,0.8416863550082413
0.13131313131313133,0.8549172583020347
0.14141414141414144,0.8647488406536248
0.15151515151515152,0.8755912202099487
0.16161616161616163,0.8837686441135938
0.17171717171717174,0.8922678014131697
0.18181818181818182,0.8994344070023507
0.19191919191919193,0.906325530614175
0.20202020202020204,0.9133547118606284
0.21212121212121213,0.9176731926693508
0.22222222222222224,0.9233237396646761
0.23232323232323235,0.9278719365559729
0.24242424242424243,0.9321445459212626
0.25252525252525254,0.9371982997379016
0.26262626262626265,0.9412408974843955
0.27272727272727276,0.9456511633994434
0.2828282828282829,0.9497400970034316
0.29292929292929293,0.9527264905158205
0.30303030303030304,0.9548857625847766
0.31313131313131315,0.9579178375530274
0.32323232323232326,0.9606742827758114
0.33333333333333337,0.9637981850698478
0.3434343434343435,0.9658196739306655
0.3535353535353536,0.9681626217609229
0.36363636363636365,0.9702298976262531
0.37373737373737376,0.9720674996284686
0.38383838383838387,0.9739051438501447
0.393939393939394,0.9755131986476261
0.4040404040404041,0.9770751920141046
0.4141414141414142,0.9784074270785483
0.42424242424242425,0.9796937695898296
0.43434343434343436,0.9813476113918236
0.4444444444444445,0.9826339116836443
0.4545454545454546,0.9835987530060255
0.4646464646464647,0.9849311780580399
0.4747474747474748,0.9858499790591477
0.48484848484848486,0.9867229508362831
0.494949494949495,0.9874120779742765
0.5050505050505051,0.9879634219041314
0.5151515151515152,0.9885606583871491
0.5252525252525253,0.9895713711529629
0.5353535353535354,0.9900766958712746
0.5454545454545455,0.9909036062174066
0.5555555555555556,0.9914549079278014
0.5656565656565657,0.9918683631008672
0.5757575757575758,0.9922358623915803
0.5858585858585859,0.9928790125374908
0.595959595959596,0.9933844005849929
0.6060606060606061,0.9934762701302386
0.6161616161616162,0.9940276140600937
0.6262626262626263,0.9946248716528412
0.6363636363636365,0.9949924131630142
0.6464646464646465,0.9956356477478451
0.6565656565656566,0.9960031892580183
0.6666666666666667,0.99618697056797
0.6767676767676768,0.9966922952862817
0.686868686868687,0.9971977044435137
0.696969696969697,0.9976111596165798
0.7070707070707072,0.9977949198168015
0.7171717171717172,0.9981165054446217
0.7272727272727273,0.9984380699627119
0.7373737373737375,0.9985299606176875
0.7474747474747475,0.9986677649355562
0.7575757575757577,0.9988515251357777
0.7676767676767677,0.9989434369004835
0.7777777777777778,0.9990812623280825
0.787878787878788,0.9991731318733281
0.797979797979798,0.9992190666459511
0.8080808080808082,0.9993109573009267
0.8181818181818182,0.9994028268461725
0.8282828282828284,0.9994946963914183
0.8383838383838385,0.999540631164041
0.8484848484848485,0.999540631164041
0.8585858585858587,0.9996325007092869
0.8686868686868687,0.9997243913642626
0.8787878787878789,0.9997703261368855
0.888888888888889,0.9998621956821314
0.8989898989898991,0.9998621956821314
0.9090909090909092,0.9999081304547541
0.9191919191919192,0.9999081304547541
0.9292929292929294,0.9999081304547541
0.9393939393939394,0.9999081304547541
0.9494949494949496,0.9999081304547541
0.9595959595959597,1.0
0.9696969696969697,1.0
0.9797979797979799,1.0
0.98989898989899,1.0
1.0,1.0
